model,condition,candidate_top_n,weight_name,weight,beta,beta_over_weight,avg_recall,avg_violation,avg_recall_delta_vs_baseline,avg_violation_drop_vs_baseline,min_recall_delta_vs_baseline_all_k,min_violation_drop_vs_baseline_all_k,strict_recall_kept_all_k,avg_recall_kept,violation_lower_all_k,violation_lower_avg,method,source_csv
Qwen/Qwen3-Embedding-0.6B,baseline - q_trap,all,alpha,1.5,0.3,0.2,0.94175,0.51775,-0.004,0.22375,-0.008,0.216,False,False,True,True,score_anti_rrf_no_target_call_a1.5_b0.3,results/excluir_1000_qwen3_embedding_0_6b_rewriter_gpt4o_mini_v3_oracle_style_trap_no_target_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-0.6B,baseline - q_trap,all,alpha,1.5,0.5,0.333333,0.93875,0.3715,-0.007,0.37,-0.008,0.36,False,False,True,True,score_anti_rrf_no_target_call_a1.5_b0.5,results/excluir_1000_qwen3_embedding_0_6b_rewriter_gpt4o_mini_v3_oracle_style_trap_no_target_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-0.6B,baseline - q_trap,all,alpha,1.5,0.75,0.5,0.92825,0.1855,-0.0175,0.556,-0.019,0.525,False,False,True,True,score_anti_rrf_no_target_call_a1.5_b0.75,results/excluir_1000_qwen3_embedding_0_6b_rewriter_gpt4o_mini_v3_oracle_style_trap_no_target_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-0.6B,baseline - q_trap,all,alpha,1.5,1,0.666667,0.903,0.072,-0.04275,0.6695,-0.049,0.613,False,False,True,True,score_anti_rrf_no_target_call_a1.5_b1,results/excluir_1000_qwen3_embedding_0_6b_rewriter_gpt4o_mini_v3_oracle_style_trap_no_target_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-0.6B,baseline - q_trap,all,alpha,2,0.1,0.05,0.94575,0.683,0,0.0585,-0.001,0.052,False,True,True,True,score_anti_rrf_no_target_call_a2_b0.1,results/excluir_1000_qwen3_embedding_0_6b_rewriter_gpt4o_mini_v3_oracle_style_trap_no_target_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-0.6B,baseline - q_trap,all,alpha,2,0.2,0.1,0.94525,0.6295,-0.0005,0.112,-0.002,0.106,False,False,True,True,score_anti_rrf_no_target_call_a2_b0.2,results/excluir_1000_qwen3_embedding_0_6b_rewriter_gpt4o_mini_v3_oracle_style_trap_no_target_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-0.6B,baseline - q_trap,all,alpha,2,0.3,0.15,0.942,0.57475,-0.00375,0.16675,-0.006,0.162,False,False,True,True,score_anti_rrf_no_target_call_a2_b0.3,results/excluir_1000_qwen3_embedding_0_6b_rewriter_gpt4o_mini_v3_oracle_style_trap_no_target_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-0.6B,baseline - q_trap,all,alpha,2,0.5,0.25,0.941,0.46125,-0.00475,0.28025,-0.009,0.266,False,False,True,True,score_anti_rrf_no_target_call_a2_b0.5,results/excluir_1000_qwen3_embedding_0_6b_rewriter_gpt4o_mini_v3_oracle_style_trap_no_target_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-0.6B,baseline - q_trap,all,alpha,2,0.75,0.375,0.93675,0.321,-0.009,0.4205,-0.012,0.404,False,False,True,True,score_anti_rrf_no_target_call_a2_b0.75,results/excluir_1000_qwen3_embedding_0_6b_rewriter_gpt4o_mini_v3_oracle_style_trap_no_target_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-0.6B,baseline - q_trap,all,alpha,2,1,0.5,0.92825,0.1855,-0.0175,0.556,-0.019,0.525,False,False,True,True,score_anti_rrf_no_target_call_a2_b1,results/excluir_1000_qwen3_embedding_0_6b_rewriter_gpt4o_mini_v3_oracle_style_trap_no_target_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,baseline - q_trap,10,alpha,0,0.1,,0.51825,0.0315,-0.427,0.72025,-0.694,0.685,False,False,True,True,score_anti_rrf_no_target_c10_a0_b0.1,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_no_target_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,baseline - q_trap,10,alpha,0,0.2,,0.51825,0.0315,-0.427,0.72025,-0.694,0.685,False,False,True,True,score_anti_rrf_no_target_c10_a0_b0.2,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_no_target_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,baseline - q_trap,10,alpha,0,0.3,,0.51825,0.0315,-0.427,0.72025,-0.694,0.685,False,False,True,True,score_anti_rrf_no_target_c10_a0_b0.3,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_no_target_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,baseline - q_trap,10,alpha,0,0.5,,0.51825,0.0315,-0.427,0.72025,-0.694,0.685,False,False,True,True,score_anti_rrf_no_target_c10_a0_b0.5,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_no_target_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,baseline - q_trap,10,alpha,0,0.75,,0.51825,0.0315,-0.427,0.72025,-0.694,0.685,False,False,True,True,score_anti_rrf_no_target_c10_a0_b0.75,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_no_target_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,baseline - q_trap,10,alpha,0,1,,0.51825,0.0315,-0.427,0.72025,-0.694,0.685,False,False,True,True,score_anti_rrf_no_target_c10_a0_b1,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_no_target_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,baseline - q_trap,10,alpha,0.25,0.1,0.4,0.9435,0.5365,-0.00175,0.21525,-0.004,0.17,False,False,True,True,score_anti_rrf_no_target_c10_a0.25_b0.1,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_no_target_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,baseline - q_trap,10,alpha,0.25,0.2,0.8,0.938,0.372,-0.00725,0.37975,-0.009,0.318,False,False,True,True,score_anti_rrf_no_target_c10_a0.25_b0.2,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_no_target_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,baseline - q_trap,10,alpha,0.25,0.3,1.2,0.907,0.1705,-0.03825,0.58125,-0.072,0.444,False,False,True,True,score_anti_rrf_no_target_c10_a0.25_b0.3,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_no_target_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,baseline - q_trap,10,alpha,0.25,0.5,2,0.84075,0.069,-0.1045,0.68275,-0.183,0.648,False,False,True,True,score_anti_rrf_no_target_c10_a0.25_b0.5,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_no_target_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,baseline - q_trap,10,alpha,0.25,0.75,3,0.76775,0.05,-0.1775,0.70175,-0.312,0.675,False,False,True,True,score_anti_rrf_no_target_c10_a0.25_b0.75,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_no_target_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,baseline - q_trap,10,alpha,0.25,1,4,0.72275,0.044,-0.2225,0.70775,-0.382,0.679,False,False,True,True,score_anti_rrf_no_target_c10_a0.25_b1,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_no_target_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,baseline - q_trap,10,alpha,0.5,0.1,0.2,0.94625,0.6455,0.001,0.10625,-0.002,0.083,False,True,True,True,score_anti_rrf_no_target_c10_a0.5_b0.1,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_no_target_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,baseline - q_trap,10,alpha,0.5,0.2,0.4,0.9435,0.5365,-0.00175,0.21525,-0.004,0.17,False,False,True,True,score_anti_rrf_no_target_c10_a0.5_b0.2,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_no_target_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,baseline - q_trap,10,alpha,0.5,0.3,0.6,0.9405,0.4485,-0.00475,0.30325,-0.007,0.249,False,False,True,True,score_anti_rrf_no_target_c10_a0.5_b0.3,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_no_target_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,baseline - q_trap,10,alpha,0.5,0.5,1,0.92925,0.281,-0.016,0.47075,-0.032,0.37,False,False,True,True,score_anti_rrf_no_target_c10_a0.5_b0.5,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_no_target_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,baseline - q_trap,10,alpha,0.5,0.75,1.5,0.88425,0.102,-0.061,0.64975,-0.111,0.571,False,False,True,True,score_anti_rrf_no_target_c10_a0.5_b0.75,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_no_target_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,baseline - q_trap,10,alpha,0.5,1,2,0.84075,0.069,-0.1045,0.68275,-0.183,0.648,False,False,True,True,score_anti_rrf_no_target_c10_a0.5_b1,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_no_target_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,baseline - q_trap,10,alpha,0.75,0.1,0.133333,0.946,0.6845,0.00075,0.06725,-0.002,0.05,False,True,True,True,score_anti_rrf_no_target_c10_a0.75_b0.1,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_no_target_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,baseline - q_trap,10,alpha,0.75,0.2,0.266667,0.94475,0.60975,-0.0005,0.142,-0.003,0.107,False,False,True,True,score_anti_rrf_no_target_c10_a0.75_b0.2,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_no_target_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,baseline - q_trap,10,alpha,0.75,0.3,0.4,0.9435,0.5365,-0.00175,0.21525,-0.004,0.17,False,False,True,True,score_anti_rrf_no_target_c10_a0.75_b0.3,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_no_target_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,baseline - q_trap,10,alpha,0.75,0.5,0.666667,0.9395,0.41975,-0.00575,0.332,-0.008,0.271,False,False,True,True,score_anti_rrf_no_target_c10_a0.75_b0.5,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_no_target_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,baseline - q_trap,10,alpha,0.75,0.75,1,0.92925,0.281,-0.016,0.47075,-0.032,0.37,False,False,True,True,score_anti_rrf_no_target_c10_a0.75_b0.75,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_no_target_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,baseline - q_trap,10,alpha,0.75,1,1.33333,0.8985,0.1325,-0.04675,0.61925,-0.083,0.501,False,False,True,True,score_anti_rrf_no_target_c10_a0.75_b1,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_no_target_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,baseline - q_trap,10,alpha,1,0.1,0.1,0.9455,0.7045,0.00025,0.04725,-0.002,0.033,False,True,True,True,score_anti_rrf_no_target_c10_a1_b0.1,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_no_target_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,baseline - q_trap,10,alpha,1,0.2,0.2,0.94625,0.6455,0.001,0.10625,-0.002,0.083,False,True,True,True,score_anti_rrf_no_target_c10_a1_b0.2,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_no_target_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,baseline - q_trap,10,alpha,1,0.3,0.3,0.94475,0.591,-0.0005,0.16075,-0.003,0.127,False,False,True,True,score_anti_rrf_no_target_c10_a1_b0.3,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_no_target_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,baseline - q_trap,10,alpha,1,0.5,0.5,0.943,0.49225,-0.00225,0.2595,-0.004,0.211,False,False,True,True,score_anti_rrf_no_target_c10_a1_b0.5,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_no_target_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,baseline - q_trap,10,alpha,1,0.75,0.75,0.93875,0.391,-0.0065,0.36075,-0.009,0.302,False,False,True,True,score_anti_rrf_no_target_c10_a1_b0.75,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_no_target_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,baseline - q_trap,10,alpha,1,1,1,0.92925,0.281,-0.016,0.47075,-0.032,0.37,False,False,True,True,score_anti_rrf_no_target_c10_a1_b1,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_no_target_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,baseline - q_trap,10,alpha,1.5,0.1,0.0666667,0.9455,0.72,0.00025,0.03175,-0.001,0.023,False,True,True,True,score_anti_rrf_no_target_c10_a1.5_b0.1,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_no_target_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,baseline - q_trap,10,alpha,1.5,0.2,0.133333,0.946,0.6845,0.00075,0.06725,-0.002,0.05,False,True,True,True,score_anti_rrf_no_target_c10_a1.5_b0.2,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_no_target_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,baseline - q_trap,10,alpha,1.5,0.3,0.2,0.94625,0.6455,0.001,0.10625,-0.002,0.083,False,True,True,True,score_anti_rrf_no_target_c10_a1.5_b0.3,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_no_target_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,baseline - q_trap,10,alpha,1.5,0.5,0.333333,0.944,0.57275,-0.00125,0.179,-0.003,0.143,False,False,True,True,score_anti_rrf_no_target_c10_a1.5_b0.5,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_no_target_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,baseline - q_trap,10,alpha,1.5,0.75,0.5,0.943,0.49225,-0.00225,0.2595,-0.004,0.211,False,False,True,True,score_anti_rrf_no_target_c10_a1.5_b0.75,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_no_target_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,baseline - q_trap,10,alpha,1.5,1,0.666667,0.9395,0.41975,-0.00575,0.332,-0.008,0.271,False,False,True,True,score_anti_rrf_no_target_c10_a1.5_b1,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_no_target_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,baseline - q_trap,10,alpha,2,0.1,0.05,0.9455,0.72925,0.00025,0.0225,-0.001,0.015,False,True,True,True,score_anti_rrf_no_target_c10_a2_b0.1,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_no_target_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,baseline - q_trap,10,alpha,2,0.2,0.1,0.9455,0.7045,0.00025,0.04725,-0.002,0.033,False,True,True,True,score_anti_rrf_no_target_c10_a2_b0.2,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_no_target_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,baseline - q_trap,10,alpha,2,0.3,0.15,0.947,0.67425,0.00175,0.0775,-0.002,0.059,False,True,True,True,score_anti_rrf_no_target_c10_a2_b0.3,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_no_target_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,baseline - q_trap,10,alpha,2,0.5,0.25,0.945,0.61725,-0.00025,0.1345,-0.003,0.102,False,False,True,True,score_anti_rrf_no_target_c10_a2_b0.5,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_no_target_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,baseline - q_trap,10,alpha,2,0.75,0.375,0.94375,0.5495,-0.0015,0.20225,-0.004,0.158,False,False,True,True,score_anti_rrf_no_target_c10_a2_b0.75,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_no_target_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,baseline - q_trap,10,alpha,2,1,0.5,0.943,0.49225,-0.00225,0.2595,-0.004,0.211,False,False,True,True,score_anti_rrf_no_target_c10_a2_b1,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_no_target_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,baseline - q_trap,20,alpha,0,0.1,,0.21575,0.00675,-0.7295,0.745,-0.82,0.693,False,False,True,True,score_anti_rrf_no_target_c20_a0_b0.1,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_no_target_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,baseline - q_trap,20,alpha,0,0.2,,0.21575,0.00675,-0.7295,0.745,-0.82,0.693,False,False,True,True,score_anti_rrf_no_target_c20_a0_b0.2,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_no_target_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,baseline - q_trap,20,alpha,0,0.3,,0.21575,0.00675,-0.7295,0.745,-0.82,0.693,False,False,True,True,score_anti_rrf_no_target_c20_a0_b0.3,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_no_target_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,baseline - q_trap,20,alpha,0,0.5,,0.21575,0.00675,-0.7295,0.745,-0.82,0.693,False,False,True,True,score_anti_rrf_no_target_c20_a0_b0.5,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_no_target_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,baseline - q_trap,20,alpha,0,0.75,,0.21575,0.00675,-0.7295,0.745,-0.82,0.693,False,False,True,True,score_anti_rrf_no_target_c20_a0_b0.75,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_no_target_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,baseline - q_trap,20,alpha,0,1,,0.21575,0.00675,-0.7295,0.745,-0.82,0.693,False,False,True,True,score_anti_rrf_no_target_c20_a0_b1,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_no_target_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,baseline - q_trap,20,alpha,0.25,0.1,0.4,0.9425,0.511,-0.00275,0.24075,-0.005,0.236,False,False,True,True,score_anti_rrf_no_target_c20_a0.25_b0.1,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_no_target_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,baseline - q_trap,20,alpha,0.25,0.2,0.8,0.93425,0.314,-0.011,0.43775,-0.014,0.426,False,False,True,True,score_anti_rrf_no_target_c20_a0.25_b0.2,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_no_target_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,baseline - q_trap,20,alpha,0.25,0.3,1.2,0.887,0.06575,-0.05825,0.686,-0.076,0.658,False,False,True,True,score_anti_rrf_no_target_c20_a0.25_b0.3,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_no_target_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,baseline - q_trap,20,alpha,0.25,0.5,2,0.7695,0.0285,-0.17575,0.72325,-0.23,0.678,False,False,True,True,score_anti_rrf_no_target_c20_a0.25_b0.5,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_no_target_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,baseline - q_trap,20,alpha,0.25,0.75,3,0.65025,0.01925,-0.295,0.7325,-0.355,0.682,False,False,True,True,score_anti_rrf_no_target_c20_a0.25_b0.75,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_no_target_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,baseline - q_trap,20,alpha,0.25,1,4,0.565,0.0175,-0.38025,0.73425,-0.48,0.684,False,False,True,True,score_anti_rrf_no_target_c20_a0.25_b1,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_no_target_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,baseline - q_trap,20,alpha,0.5,0.1,0.2,0.94525,0.63275,0,0.119,-0.003,0.11,False,True,True,True,score_anti_rrf_no_target_c20_a0.5_b0.1,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_no_target_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,baseline - q_trap,20,alpha,0.5,0.2,0.4,0.9425,0.511,-0.00275,0.24075,-0.005,0.236,False,False,True,True,score_anti_rrf_no_target_c20_a0.5_b0.2,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_no_target_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,baseline - q_trap,20,alpha,0.5,0.3,0.6,0.93725,0.4135,-0.008,0.33825,-0.01,0.335,False,False,True,True,score_anti_rrf_no_target_c20_a0.5_b0.3,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_no_target_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,baseline - q_trap,20,alpha,0.5,0.5,1,0.9195,0.17875,-0.02575,0.573,-0.043,0.523,False,False,True,True,score_anti_rrf_no_target_c20_a0.5_b0.5,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_no_target_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,baseline - q_trap,20,alpha,0.5,0.75,1.5,0.84725,0.04025,-0.098,0.7115,-0.131,0.666,False,False,True,True,score_anti_rrf_no_target_c20_a0.5_b0.75,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_no_target_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,baseline - q_trap,20,alpha,0.5,1,2,0.7695,0.0285,-0.17575,0.72325,-0.23,0.678,False,False,True,True,score_anti_rrf_no_target_c20_a0.5_b1,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_no_target_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,baseline - q_trap,20,alpha,0.75,0.1,0.133333,0.946,0.67775,0.00075,0.074,-0.003,0.064,False,True,True,True,score_anti_rrf_no_target_c20_a0.75_b0.1,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_no_target_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,baseline - q_trap,20,alpha,0.75,0.2,0.266667,0.944,0.595,-0.00125,0.15675,-0.004,0.15,False,False,True,True,score_anti_rrf_no_target_c20_a0.75_b0.2,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_no_target_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,baseline - q_trap,20,alpha,0.75,0.3,0.4,0.9425,0.511,-0.00275,0.24075,-0.005,0.236,False,False,True,True,score_anti_rrf_no_target_c20_a0.75_b0.3,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_no_target_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,baseline - q_trap,20,alpha,0.75,0.5,0.666667,0.937,0.37725,-0.00825,0.3745,-0.01,0.368,False,False,True,True,score_anti_rrf_no_target_c20_a0.75_b0.5,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_no_target_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,baseline - q_trap,20,alpha,0.75,0.75,1,0.9195,0.17875,-0.02575,0.573,-0.043,0.523,False,False,True,True,score_anti_rrf_no_target_c20_a0.75_b0.75,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_no_target_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,baseline - q_trap,20,alpha,0.75,1,1.33333,0.8685,0.04875,-0.07675,0.703,-0.104,0.664,False,False,True,True,score_anti_rrf_no_target_c20_a0.75_b1,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_no_target_top3579/score_anti_rrf_results.csv
